date,LAI,TIMESTAMP,SW_IN_F,LW_IN_F,PA_F,TA_F,WS_F,VPD_F,CO2_F_MDS,RN,SW_IN_ERA,LW_IN_ERA,PA_ERA,TA_ERA,WS_ERA,VPD_ERA,P_ERA,SWC_F_MDS_1,H_F_MDS,LE_F_MDS,G_F_MDS,GPP_NT_VUT_USTAR50,LE_CORR,H_CORR,SW_OUT,LW_OUT
2016-01-02,,20160102,42.809,334.292,99.635,9.345,2.624,1.957,384.734,13.290767291666612,42.764,319.71,99.49,9.2,2.725,2.048,5.115,33.274,-10.2336,28.7251,-5.32053,2.13087,25.558,-9.10531,5.901607708333334,357.90862500000003
2016-01-03,,20160103,26.36,324.1,98.833,6.496,1.089,1.247,396.122,2.4086251250000146,34.664,327.668,98.725,7.455,1.832,1.892,6.038,33.282,-5.17429,10.5916,-10.6651,1.61399,9.4238,-4.57463,1.6426040416666667,346.40877083333334
2016-01-04,,20160104,17.975,346.033,98.067,9.919,2.55,1.95,386.928,1.4220394375000183,37.011,337.866,97.957,9.942,2.734,1.461,8.524,33.28,-19.9095,23.7352,-1.05228,1.72117,21.1183,-17.7144,2.5279605625,360.058
2016-01-05,,20160105,40.726,314.404,98.196,7.685,3.46,2.293,384.167,1.52000104166666,72.372,299.233,98.066,7.962,3.495,2.428,1.043,33.572,-20.0959,40.3594,-13.6877,3.06206,35.9096,-17.8802,4.504769791666667,349.1052291666667
2016-01-06,,20160106,29.255,325.427,98.544,6.62,3.197,1.446,390.583,4.468369374999952,36.172,315.386,98.42,7.162,3.804,1.693,6.436,33.428,-11.7879,22.3658,-10.8212,2.20268,19.8998,-10.4882,5.1199014583333335,345.0937291666667
2016-01-07,,20160107,63.506,346.239,98.433,10.11,1.759,1.57,397.279,34.807035208333275,27.831,355.526,98.318,11.812,2.31,3.144,5.724,33.553,-4.49556,36.9497,11.286,3.68109,32.8757,-3.97456,10.964360625,363.9736041666667
2016-01-08,,20160108,27.753,345.404,98.396,10.164,1.185,0.795,388.278,7.783379791666562,54.653,335.95,98.271,11.036,1.278,1.147,1.182,33.529,-6.39393,16.826,-1.24581,2.54559,17.24,-5.65292,3.2405577083333337,362.1330625000001
2016-01-09,,20160109,63.156,339.901,98.327,10.22,0.78,0.734,404.167,28.456231666666724,55.564,335.338,98.221,11.035,0.912,1.078,6.623,33.316,4.53368,26.5598,4.3997,3.71881,27.2132,4.64521,9.063039166666668,365.5377291666666
2016-01-10,2.066646,20160110,31.914,344.694,98.106,9.525,1.243,1.254,392.87,11.218209562500022,38.452,331.647,97.978,9.549,1.428,1.183,10.172,33.15,-4.13558,20.8678,-2.91299,2.79043,21.9821,-4.35641,4.9148529375,360.4749375
2016-01-11,2.1999779999999998,20160111,88.769,309.87,98.196,10.194,3.159,3.618,384.508,19.954348958333355,79.94,311.57,98.058,10.223,3.287,3.358,7.329,33.063,-23.8045,55.0736,-8.68739,3.56721,68.0386,-25.0756,18.741630208333333,359.9430208333333
2016-01-12,2.33331,20160112,70.808,308.491,99.569,6.8,4.884,1.953,385.7,18.57565145833331,69.12,297.419,99.417,7.471,4.506,2.202,1.54,33.181,-20.6994,45.2162,-16.2363,3.74962,55.8606,-21.8047,14.194161041666666,346.52918750000003
2016-01-13,2.4666420000000002,20160113,82.428,292.593,100.2,6.455,1.899,2.181,383.956,15.288795208333283,75.453,297.973,100.1,6.47,1.71,1.817,1.045,33.309,-8.74838,27.3983,-9.94275,4.51334,34.0727,-10.8078,14.229267291666668,345.5029375000001
2016-01-14,2.599974,20160114,18.853,335.248,99.41,7.095,2.07,1.477,388.869,1.9989285833333383,22.304,327.947,99.287,7.469,2.409,1.456,6.769,33.657,-10.3302,28.9934,-8.06709,1.82232,36.0564,-12.7621,3.3921755833333336,348.7098958333333
2016-01-15,2.733306,20160115,60.036,281.878,100.21,5.147,2.745,1.885,381.962,-5.066701145833349,66.196,285.423,100.089,4.963,2.513,1.673,1.917,33.451,-16.0397,27.7463,-21.0102,3.19489,34.5054,-19.9471,9.769534479166667,337.21116666666666
2016-01-16,2.866638,20160116,63.515,264.643,100.883,2.638,2.864,1.84,384.032,-7.978106458333343,69.771,283.47,100.768,2.933,2.509,1.681,0.111,33.363,-12.2654,26.4652,-25.0684,2.96275,32.9122,-15.2533,10.935002291666668,325.20110416666665
2016-01-17,2.9999700000000002,20160117,91.641,270.675,100.452,2.578,1.083,2.171,396.365,15.834021666666672,85.15,275.512,100.356,3.182,1.234,1.91,0.0,33.254,4.66123,20.5038,-13.9612,3.82818,26.4794,6.01969,18.937540833333333,327.5444375
2016-01-18,3.133302,20160118,18.276,324.4,99.312,4.43,2.067,1.535,391.879,4.14142366666664,30.762,317.343,99.183,5.139,2.127,1.363,3.694,33.083,-9.35551,17.4181,-9.00884,2.20074,22.4943,-12.082,2.5475138333333334,335.9870625
2016-01-19,3.266634,20160119,56.554,316.863,99.392,7.94,3.001,1.849,381.756,13.94928110416663,24.23,329.66,99.274,7.662,2.904,1.145,3.357,33.501,-15.8657,28.5602,3.14137,3.58621,40.4314,-20.4896,9.473302229166668,349.9944166666667
2016-01-20,3.399966,20160120,92.057,287.961,99.552,5.956,0.93,1.512,387.265,21.736668750000035,72.9,300.353,99.436,6.471,0.994,1.262,0.013,33.363,3.73469,20.8062,-8.02169,3.71415,26.8698,4.82312,17.667810416666665,340.6135208333333
2016-01-21,3.5090558181818183,20160121,78.831,295.784,99.981,2.924,1.015,0.218,402.414,27.053307916666597,86.576,293.051,99.845,4.916,0.977,0.901,0.0,33.485,6.83618,15.8032,-9.02752,3.82079,20.4088,8.82849,13.215837916666668,334.3458541666667
2016-01-22,3.6181456363636366,20160122,41.05,337.45,100.562,5.968,1.626,0.867,391.797,27.76220229166671,32.845,319.349,100.412,6.359,1.436,1.042,2.863,33.44,-1.83014,17.2552,-2.82558,3.78086,21.4586,-2.27597,6.834026874999999,343.9037708333333
2016-01-23,3.727235454545455,20160123,40.089,352.171,101.15,10.158,1.005,0.44,396.292,22.72980645833337,68.241,332.954,101.026,10.428,1.132,0.897,0.24,33.496,1.67432,9.54366,11.2313,3.70611,11.8685,2.08219,5.651547708333333,363.8786458333333
2016-01-24,3.8363252727272728,20160124,108.267,308.106,101.033,8.26,2.471,1.445,396.801,38.781064583333375,101.992,302.837,100.886,8.624,2.096,1.983,0.001,33.179,-6.80511,34.4501,-1.27202,4.70036,42.8423,-8.46287,23.52783125,354.0641041666666
2016-01-25,3.945415090909091,20160125,86.304,320.501,100.815,10.225,2.754,1.472,379.958,29.297024166666688,95.402,314.876,100.625,10.41,2.586,2.226,0.0,33.169,-6.70815,28.0035,4.74317,5.12982,32.9803,-7.90034,15.669184166666666,361.8387916666666
2016-01-26,4.054504909090909,20160126,40.8,340.464,100.919,7.04,0.847,0.211,396.086,23.39107833333327,63.831,326.985,100.784,9.238,0.871,0.85,0.004,33.579,2.62852,9.61101,-5.64807,3.51955,11.178,3.05707,8.195859166666667,349.6770625000001
2016-01-27,4.163594727272727,20160127,63.713,326.924,100.538,9.215,2.423,1.032,392.423,19.382621041666596,96.273,313.335,100.4,9.448,1.499,1.605,0.0,33.774,-3.64344,19.7523,1.53078,4.53721,23.2092,-4.2811,11.885920625000002,359.36845833333336
2016-01-28,4.2726845454545455,20160128,59.234,336.023,100.535,10.346,1.124,1.793,382.608,22.541696874999957,59.988,335.835,100.403,9.573,1.159,1.668,1.027,33.681,-2.65204,14.2396,6.0861,5.26922,16.6427,-3.0996,7.756407291666666,364.9588958333334
2016-01-29,4.381774363636364,20160129,21.949,347.201,101.225,8.809,1.611,0.669,387.778,7.746341104166731,21.855,347.758,101.09,8.968,1.384,0.898,0.869,33.685,0.962482,12.7125,-3.0744,3.1411,14.8579,1.12491,2.992304729166667,358.4113541666666
2016-01-30,4.490864181818182,20160130,99.903,316.61,100.915,7.839,1.673,2.59,386.2,44.443028333333416,90.384,317.847,100.796,8.628,1.801,2.467,0.12,33.289,-6.52893,35.2438,-5.71066,5.86879,41.1916,-7.59342,20.0557425,352.0142291666666
2016-01-31,4.599954,20160131,26.093,365.155,100.708,12.101,3.658,2.614,379.534,16.442403625000054,10.408,363.137,100.585,12.324,3.955,3.1,1.228,33.155,-22.4543,30.0076,8.47561,3.33951,35.2594,-26.2437,3.2454922083333333,371.5601041666666
2016-02-01,4.6466202,20160201,35.102,365.492,101.154,12.393,1.988,1.648,377.082,20.984737499999937,48.637,354.44,101.039,12.649,2.165,2.295,0.641,33.061,-5.81255,20.0301,9.39548,4.2564,23.4104,-6.76023,3.4936375,376.1156250000001
2016-02-02,4.6932864,20160202,26.682,358.073,100.783,11.271,1.05,1.905,381.393,12.83215041666665,44.319,348.668,100.661,10.988,1.198,2.018,0.063,33.903,-3.74454,13.5685,1.93927,2.96645,15.7807,-4.22212,1.8968079166666667,370.0260416666667
2016-02-03,4.7399526000000005,20160203,58.579,314.507,100.965,8.537,2.77,2.145,379.815,7.841067083333314,77.589,317.904,100.825,9.029,3.089,2.391,3.684,33.794,-17.0776,36.7157,-13.6706,4.46077,42.7018,-19.862,11.725516249999998,353.5194166666667
2016-02-04,4.7866188,20160204,125.688,272.04,101.554,5.961,1.853,2.777,390.258,29.139384791666657,103.825,286.212,101.447,5.915,1.54,2.403,0.026,33.474,-0.575021,41.905,-16.1667,5.37464,47.2496,-0.648359,28.675177708333337,339.91343750000004
2016-02-05,4.833285,20160205,124.341,280.224,100.531,6.206,1.03,2.446,402.563,35.948574791666715,122.751,288.477,100.43,8.141,1.203,2.639,0.0,33.269,2.88306,28.3212,-10.3197,5.57062,31.4027,3.19676,26.87338354166667,341.7430416666666
2016-02-06,4.8799512,20160206,130.673,295.034,99.354,9.206,2.429,2.69,389.887,42.841811458333325,114.042,296.295,99.256,9.354,2.265,2.924,0.0,33.175,-10.7075,55.5,-2.27456,5.93125,61.5386,-11.8725,29.86881354166667,352.996375
2016-02-07,4.9266174,20160207,97.957,316.829,99.233,8.018,3.429,2.206,384.499,40.6664360416666,85.905,321.236,99.111,8.309,3.317,2.021,9.842,33.179,-10.3465,46.2631,-4.37967,5.35653,51.2968,-11.4722,21.823293125000003,352.2962708333334
2016-02-08,4.9732836,20160208,118.344,304.123,99.721,9.695,1.522,4.406,395.789,40.446943458333294,101.58,319.348,99.589,11.553,1.912,5.698,0.0,32.983,-10.1599,51.1564,-0.774076,6.5672,56.7225,-11.2654,26.669244041666666,355.3508125
2016-02-09,5.0199498,20160209,15.918,331.545,98.842,6.541,1.974,1.004,412.905,-1.1998283333333006,39.721,329.806,98.75,8.495,2.706,1.97,14.683,33.432,-10.4295,21.2175,-11.4673,2.50552,24.5345,-12.0599,3.509078333333333,345.15375
2016-02-10,5.066616,20160210,32.262,333.604,98.925,5.819,2.36,0.973,392.076,16.57492124999999,30.837,328.769,98.837,6.096,2.486,0.843,9.222,33.261,-7.99329,27.2784,-8.44682,2.62242,31.8819,-9.34224,5.017912083333333,344.27316666666667
2016-02-11,5.0299496999999995,20160211,53.352,333.841,98.89,7.727,1.976,1.546,386.941,25.93938479166667,75.011,327.267,98.778,7.981,2.542,1.671,1.874,33.634,-5.97367,34.0407,-1.58268,4.85448,39.7855,-6.98179,10.208719375,351.0448958333333
2016-02-12,4.9932834,20160212,27.737,344.386,98.187,9.176,2.904,1.496,387.06,9.30761187500002,58.623,338.06,98.085,9.654,3.335,1.64,13.306,33.552,-20.5121,33.6826,0.320037,3.1651,38.9483,-23.7188,5.220908958333333,357.59447916666664
2016-02-13,4.9566171,20160213,136.927,338.59,97.885,12.284,3.667,3.472,388.766,69.94533437499996,105.055,337.434,97.784,11.972,3.535,3.177,12.72,33.04,-20.9575,88.62,14.4954,7.65797,102.474,-24.2338,32.632478125000006,372.9391875
2016-02-14,4.9199508,20160214,118.514,317.848,97.665,8.506,3.465,2.327,389.025,53.84465354166662,84.556,318.47,97.563,8.485,3.745,2.135,5.081,33.177,-7.8161,57.0544,-3.40858,6.9126,66.9844,-9.17644,26.102638125,356.4147083333334
2016-02-15,4.8832845,20160215,49.438,311.646,99.346,4.831,3.101,1.742,389.963,14.484273958333347,81.576,301.934,99.226,4.95,2.883,1.767,1.759,33.104,-10.8151,40.181,-18.822,4.04902,47.1743,-12.5058,8.051955208333332,338.54777083333335
2016-02-16,4.8466182,20160216,55.691,289.011,100.754,2.513,3.147,1.846,387.607,8.779108541666687,62.441,291.415,100.641,3.145,2.674,2.074,0.101,33.076,-12.1173,36.739,-23.3199,4.53681,43.8823,-14.2262,9.409058125,326.5138333333333
2016-02-17,4.8099519,20160217,161.145,242.479,99.921,1.754,1.142,1.872,400.593,42.920573979166704,146.864,257.518,99.82,1.801,1.107,1.788,0.0,33.378,19.8901,30.0115,-17.2241,6.07895,35.8467,23.7574,37.8117801875,322.8916458333333
2016-02-18,4.7732855999999995,20160218,86.592,299.198,99.675,4.327,2.039,1.527,409.406,34.61008104166666,87.836,302.517,99.546,4.939,2.307,1.729,2.27,33.442,-4.06082,37.6757,-8.62542,6.01907,44.2329,-4.69565,17.14460645833333,334.0353125
2016-02-19,4.7366193,20160219,151.157,268.294,100.558,3.723,1.074,1.746,406.001,53.896267499999965,131.912,281.438,100.425,4.647,1.257,1.938,0.157,33.223,15.2455,40.9914,-8.42967,6.23051,48.9614,18.2097,33.5778575,331.976875
2016-02-20,4.699953,20160220,164.137,273.468,100.858,5.75,1.249,3.68,407.022,61.2815066666667,136.375,293.713,100.74,6.84,1.348,3.302,0.0,32.917,8.11691,49.4423,-5.02827,6.44827,59.0555,9.6951,38.25916,338.0643333333333
2016-02-21,4.640694333333333,20160221,164.178,289.884,100.431,7.881,1.082,2.904,410.447,66.19488958333335,154.799,293.543,100.333,8.625,1.21,2.375,0.0,32.558,7.45573,44.718,4.44733,7.23608,53.4126,8.90536,37.98390208333333,349.88320833333336
2016-02-22,4.581435666666667,20160222,11.781,326.259,99.888,7.239,1.123,0.562,406.575,-9.492561541666646,53.836,314.893,99.773,8.161,1.443,0.744,4.367,33.705,-11.8073,8.9516,-7.57352,0.648328,10.6921,-13.8051,3.063832375,344.46872916666666
2016-02-23,4.522177,20160223,80.157,341.732,100.106,10.135,3.709,1.836,398.337,43.96675541666673,44.002,342.573,99.988,10.191,3.573,1.688,1.145,34.074,-18.1783,38.531,10.476,6.3116,47.5923,-21.7127,15.542911249999998,362.3793333333333
2016-02-24,4.4629183333333335,20160224,134.089,315.273,99.49,10.086,1.261,2.486,388.287,57.70875335416673,118.429,321.768,99.398,10.402,1.331,2.702,0.829,33.517,5.13135,39.505,8.93287,7.91058,48.7954,6.3381,28.858996645833333,362.79425
2016-02-25,4.403659666666666,20160225,105.02,326.717,99.256,9.474,3.072,2.265,388.563,50.50190291666655,80.594,323.761,99.147,9.246,2.847,1.639,5.627,33.292,-9.50037,55.8793,2.26477,6.85051,69.0205,-11.3475,21.512930416666663,359.72216666666674
2016-02-26,4.3444009999999995,20160226,136.609,283.384,98.646,6.16,2.032,2.217,385.748,43.9457808333334,122.657,301.486,98.55,6.802,1.864,2.18,0.062,33.296,-6.71686,49.5305,-7.58911,7.6468,59.1608,-7.97746,30.91226083333333,345.1349583333333
2016-02-27,4.285142333333333,20160227,40.74,328.442,97.01,6.728,1.895,1.305,389.186,14.40921056250005,52.423,323.206,96.942,7.677,1.768,1.777,7.597,34.17,-8.03592,25.8621,-6.17148,3.4908,30.8905,-9.54407,6.502143604166666,348.2706458333333
2016-02-28,4.225883666666666,20160228,54.095,327.7,98.294,5.719,1.549,0.874,397.728,27.818486666666615,72.971,328.471,98.174,6.58,1.686,1.304,0.82,34.928,2.58644,35.3404,-6.42448,4.9519,42.6892,3.12427,9.949888333333332,344.026625
2016-02-29,4.166625,20160229,51.344,320.05,99.704,5.135,4.171,2.317,390.313,23.083698687499975,90.956,304.401,99.596,5.231,3.888,2.347,0.129,35.002,-15.8813,55.3995,-14.9566,3.91092,66.9194,-18.8618,9.7301138125,338.5801875
2016-03-01,4.1299586999999995,20160301,124.594,287.977,100.571,6.779,2.549,3.0,383.194,43.065974583333286,119.925,296.379,100.464,6.627,2.608,2.795,0.001,34.028,-12.1426,48.05,-3.98996,8.30455,58.0417,-14.6675,25.865587916666662,343.6394375
2016-03-02,4.0932924,20160302,84.775,336.949,99.773,9.043,4.033,1.974,386.538,46.780676458333346,38.776,335.913,99.67,9.202,4.168,2.074,7.963,34.551,-23.5739,55.3729,4.56552,6.03534,65.765,-27.9981,17.751073541666667,357.19225
2016-03-03,4.0566261,20160303,75.619,325.232,99.496,7.389,4.127,1.729,387.825,36.62769833333334,101.085,325.672,99.386,7.842,3.806,1.675,7.02,35.175,-24.2459,55.0773,-3.82695,6.35855,66.5303,-29.2877,14.785905833333333,349.43739583333337
2016-03-04,4.0199598,20160304,132.636,331.868,98.283,10.165,2.749,3.043,379.399,73.10024916666674,130.323,335.912,98.193,10.396,2.655,3.201,7.258,35.35,-9.0146,61.9001,11.3971,8.78658,74.8893,-10.9062,26.245771666666663,365.1579791666666
2016-03-05,3.9832935,20160305,121.382,304.684,98.171,5.905,3.751,1.603,385.476,56.40884379166664,145.902,296.681,98.061,6.474,4.056,1.916,2.302,36.456,-4.519,61.4982,-9.33239,7.33709,74.2863,-5.45869,26.08646870833333,343.5706875000001
2016-03-06,3.9466272,20160306,116.917,305.338,98.877,4.78,2.663,1.639,388.512,59.024594791666686,158.75,286.239,98.767,5.011,2.519,1.408,4.475,35.954,3.95366,52.8909,-8.30139,6.93667,63.8891,4.77579,23.924884375,339.30552083333333
2016-03-07,3.9099608999999997,20160307,64.564,323.759,98.627,4.887,1.473,0.922,398.771,35.075154999999995,46.708,312.775,98.533,5.268,1.61,1.182,3.146,35.944,0.874334,31.6872,-6.64777,4.76625,38.3364,1.05781,13.1007825,340.1470625
2016-03-08,3.8732946,20160308,185.464,270.57,99.779,5.129,2.3,3.102,384.244,74.50222541666665,169.586,281.33,99.667,5.422,2.064,3.11,0.159,35.899,5.69017,61.5393,-4.99036,6.93946,74.4528,6.8842,42.07194125,339.45983333333334
2016-03-09,3.8366282999999997,20160309,62.097,315.555,98.99,5.995,2.325,1.855,392.967,21.46394854166664,66.58,305.545,98.886,5.894,2.827,1.599,8.958,35.718,-7.87027,40.7452,-6.78937,4.69853,49.2952,-9.50683,13.203072291666668,342.98497916666673
2016-03-10,3.799962,20160310,151.72,297.26,99.321,6.271,2.008,2.485,384.109,70.02356041666667,117.24,299.81,99.209,6.232,1.632,2.124,0.436,35.915,6.21912,49.0444,-0.14223,7.78722,59.3359,7.52414,32.72635625,346.2300833333333
2016-03-11,3.8399615999999996,20160311,121.016,310.962,100.096,7.118,2.427,2.757,383.111,57.97013125000001,119.192,308.52,99.991,6.969,2.016,2.876,0.029,35.184,-2.57782,51.9998,-0.812839,8.13283,62.8128,-3.06439,25.082764583333333,348.92510416666664
2016-03-12,3.8799612,20160312,163.975,285.801,100.337,6.632,2.331,3.358,386.674,67.38395208333333,113.467,318.523,100.222,7.193,1.958,3.618,0.008,34.464,-1.24501,62.732,-2.80186,8.828,75.7767,-1.48001,36.420797916666665,345.97125
2016-03-13,3.9199607999999997,20160313,176.919,296.94,100.029,7.772,2.339,3.889,394.651,82.89473333333336,166.043,288.071,99.947,7.167,1.847,3.5,0.015,33.824,5.02451,69.1241,1.32633,8.98765,83.4979,6.06932,39.3937875,351.57047916666664
2016-03-14,3.9599604,20160314,184.063,299.212,99.721,7.341,1.231,3.017,421.134,92.04032666666672,181.924,291.337,99.645,7.895,1.298,3.451,0.261,33.219,17.8818,55.5154,2.60947,8.40243,65.994,21.257,39.49917333333333,351.73549999999994
2016-03-15,3.9999599999999997,20160315,188.332,291.339,99.835,7.404,1.311,3.119,405.924,85.824641875,185.822,295.337,99.747,8.692,1.105,2.88,0.536,32.56,13.4065,58.6071,1.32389,8.34976,69.6693,15.937,41.056983125,352.789375
2016-03-16,4.0399595999999995,20160316,41.721,327.009,99.521,6.837,2.359,1.924,396.057,15.09549666666669,91.2,316.599,99.44,7.007,2.235,1.876,2.719,32.74,-14.3296,25.7767,-9.43851,4.2958,30.0264,-16.6922,6.4294408333333335,347.2050625
2016-03-17,4.079959199999999,20160317,72.325,324.37,99.952,5.79,1.223,1.213,400.938,39.41906541666668,112.415,305.182,99.863,5.611,0.949,1.4,0.448,33.754,5.30048,26.6589,-4.27728,5.03231,31.6908,6.30096,12.825017916666669,344.45091666666667
2016-03-18,4.1199588,20160318,92.015,317.359,99.756,6.503,1.218,1.153,401.179,46.490343541666675,153.26,300.703,99.674,7.127,1.228,1.753,0.301,33.538,12.0657,33.5793,-3.92596,6.35901,39.1155,14.055,16.431760625,346.4518958333333
2016-03-19,4.1599584,20160319,120.835,333.077,99.304,8.355,2.769,1.718,400.745,74.06678812499996,171.904,295.677,99.201,9.138,2.341,2.702,0.24,33.529,5.75643,57.6712,4.1447,8.34986,67.1794,6.70549,23.656461875,356.18875
2016-03-20,4.199958,20160320,128.319,350.076,99.269,11.255,2.004,2.509,385.764,84.42258222916661,155.433,326.736,99.169,11.101,1.231,2.162,5.378,33.098,6.9061,57.1671,13.892,8.31318,64.6476,7.80979,22.0952719375,371.8771458333334
2016-03-21,4.275714799999999,20160321,169.661,326.1,99.267,9.627,1.318,2.055,408.677,98.05321062500002,180.129,305.311,99.187,10.295,1.086,2.524,0.519,32.896,18.5395,54.6802,10.927,8.6137,65.0012,22.0389,33.97124770833333,363.73654166666665
2016-03-22,4.3514716,20160322,192.331,300.918,98.787,9.686,2.62,3.204,391.821,89.90270250000003,207.935,291.377,98.714,9.238,2.515,3.618,0.017,33.069,1.44143,83.2446,12.2232,9.50654,94.1375,1.63005,40.88627666666666,362.4600208333333
2016-03-23,4.4272284,20160323,214.849,291.898,98.84,9.521,3.588,4.622,385.345,97.67139062500002,164.723,299.367,98.775,9.485,3.12,4.483,0.025,33.175,-4.51418,94.5697,13.792,9.25406,109.326,-5.21857,46.777692708333326,362.2979166666667
2016-03-24,4.5029851999999995,20160324,223.863,285.64,99.692,8.601,2.252,4.119,395.421,106.03143395833331,203.311,296.208,99.596,8.892,1.935,4.162,0.0,32.799,13.8928,79.5955,9.94714,9.27195,91.8398,16.0299,47.674878541666665,355.7966875
2016-03-25,4.578742,20160325,94.912,333.731,100.094,9.509,1.735,3.105,391.77,53.017078145833295,82.32,332.862,99.995,8.973,1.501,2.756,0.212,33.284,-2.79543,44.2962,4.85588,7.87001,50.9475,-3.21517,15.1982551875,360.4276666666667
2016-03-26,4.6544988,20160326,231.043,324.716,99.592,13.365,1.387,5.133,404.013,124.75100208333333,223.987,332.027,99.481,14.405,1.521,5.706,0.028,31.461,12.6341,93.7549,14.6792,10.644,108.737,14.6531,47.21547708333333,383.79252083333336
2016-03-27,4.7302556,20160327,204.242,321.029,99.579,10.683,1.797,3.95,398.138,113.78577437499996,158.114,320.79,99.494,10.731,1.672,3.675,3.213,32.666,13.9082,80.5035,15.8393,9.80798,91.0377,15.7281,43.127996458333335,368.3572291666667
2016-03-28,4.8060124,20160328,157.569,322.804,99.144,11.943,1.314,5.257,406.512,79.52139333333326,172.28,326.3,99.051,12.718,1.899,5.455,0.18,30.893,-3.64876,71.7629,11.3921,10.6735,105.023,-5.30773,32.57102333333333,368.28058333333337
2016-03-29,4.8817692,20160329,150.825,333.848,99.36,12.438,1.035,4.049,418.503,81.07509979166667,126.51,336.531,99.279,12.307,0.952,3.364,0.36,31.681,3.95147,56.99,13.8819,11.3485,82.8666,5.71084,30.243379375,373.3545208333333
2016-03-30,4.9575260000000005,20160330,233.259,309.801,99.006,12.52,2.622,3.485,390.729,120.28339624999995,237.689,311.972,98.892,14.127,2.739,4.812,0.0,30.765,6.74313,95.7387,14.2388,11.4755,138.098,9.68359,47.76310375,375.0135
2016-03-31,5.0332828,20160331,25.578,347.339,98.777,10.454,3.52,2.106,397.184,4.898968125000067,105.526,341.355,98.653,10.791,3.376,2.317,3.701,32.925,-26.3168,34.5054,0.728763,2.75154,49.4664,-37.5594,2.3075735416666667,365.7104583333333
2016-04-01,5.08328232,20160401,81.914,323.681,99.723,7.254,2.014,1.907,397.671,42.901796458333365,105.095,330.85,99.629,7.719,2.15,2.227,2.447,33.315,-1.87552,43.9643,-4.75383,6.70745,62.9011,-2.67748,12.957807708333334,349.7353958333333
2016-04-02,5.13328184,20160402,199.299,327.552,99.004,9.529,1.594,2.017,412.991,125.38238437500007,208.807,309.454,98.917,10.116,1.577,3.149,0.236,32.391,21.2488,76.0758,10.1915,11.8011,108.651,30.1216,36.745240625,364.723375
2016-04-03,5.1832813600000005,20160403,211.72,335.983,98.704,13.793,2.383,3.765,379.608,122.03234541666671,235.827,323.215,98.573,14.428,1.949,5.074,0.486,30.107,-1.12439,97.7811,14.9984,13.3362,138.783,-1.58646,41.66732124999999,384.0033333333333
2016-04-04,5.233280880000001,20160404,101.374,354.395,98.396,12.567,1.729,2.513,387.885,60.84396729166667,137.694,339.629,98.316,12.837,1.478,3.055,2.714,30.817,-0.574472,55.3219,7.83487,8.36585,78.8402,-0.814177,17.666366041666667,377.2586666666666
2016-04-05,5.283280400000001,20160405,59.271,358.481,98.969,10.713,2.078,1.294,386.975,38.046541875,73.736,356.752,98.847,11.114,2.333,1.515,5.561,30.608,-11.8529,44.6492,-0.179839,6.29331,63.5533,-16.7782,11.21304145833333,368.49241666666666
2016-04-06,5.33327992,20160406,170.903,337.928,99.765,11.169,2.11,3.678,380.65,104.1676420833333,140.661,341.048,99.657,11.178,1.954,3.9,0.026,29.981,-2.72581,89.204,5.2895,11.9158,127.002,-3.8584,33.77548291666667,370.887875
2016-04-07,5.38327944,20160407,121.598,332.011,99.658,9.089,2.411,1.931,391.313,72.48492729166668,100.659,334.143,99.569,9.791,2.655,2.664,2.937,29.356,-0.491001,72.9035,-2.94151,10.0047,103.849,-0.695379,21.029864375,360.09420833333337
2016-04-08,5.43327896,20160408,170.782,318.344,99.413,7.691,3.035,2.521,389.276,102.25028479166667,218.477,297.989,99.34,7.445,2.841,2.221,5.182,30.106,-0.935484,89.5104,-9.48897,10.0148,127.504,-1.32522,33.13334020833333,353.74237500000004
2016-04-09,5.48327848,20160409,146.145,320.128,99.069,8.992,2.185,1.993,386.942,80.9372770833333,85.5,326.683,98.993,9.044,2.148,1.985,0.646,30.562,3.10568,70.6998,-5.95421,12.3494,100.738,4.4008,26.725910416666665,358.60981250000003
2016-04-10,5.533278,20160410,277.641,307.431,98.263,12.2,2.567,3.975,390.315,156.31122812500007,257.075,306.759,98.168,13.188,2.566,5.678,0.451,27.659,5.31988,149.588,5.98908,14.4419,213.203,7.54051,55.89566770833333,372.8651041666666
2016-04-11,5.5566111000000005,20160411,244.391,319.86,98.565,13.385,1.733,4.869,385.28,136.946970625,223.506,318.293,98.472,13.264,1.423,4.634,0.934,27.323,-0.0108068,112.854,7.147,13.0677,160.823,-0.0153154,46.33688354166667,380.9671458333333
2016-04-12,5.5799442,20160412,255.52,325.731,98.742,13.493,1.661,4.163,390.391,147.55642229166676,240.996,318.303,98.642,13.657,1.455,4.814,0.413,27.004,2.72639,123.561,6.38435,14.1943,133.9,2.95451,50.53074437499999,383.1638333333333
2016-04-13,5.6032773,20160413,222.064,313.267,98.954,12.239,1.437,4.485,410.867,117.93413141666667,226.868,312.1,98.865,12.589,1.437,4.167,6.47,26.782,-1.57697,111.992,2.84021,12.4766,121.956,-1.71729,45.53668108333333,371.8601875
2016-04-14,5.6266104,20160414,276.685,315.791,99.044,13.192,1.574,6.367,414.144,157.99551458333337,255.025,316.609,98.946,14.682,1.762,7.299,0.011,25.732,-7.44894,146.705,6.493,15.4193,160.017,-8.1249,56.11244375,378.3680416666666
