system:index,lwnet_mean,p_mean,rin_mean,rli_mean,swnet_mean,ta_mean,vpd_mean,ws_mean,.geo
2021-03-27_0,-74.12259259259258,987.9635367838542,198.73203703703703,286.2719212962963,168.25210648148146,9.692000325520857,4.996868188405316,2.87794679749997,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-03-28_0,-69.41386574074075,997.3858040364584,167.4675925925926,286.169363425926,141.67395833333333,8.074744796752952,4.12998868797651,2.1506727404017005,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-03-29_0,-58.012499999999996,998.0424934895833,197.7718518518519,308.8416550925926,167.16435185185182,10.850478744506859,5.735051979627948,1.5325519477933185,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-03-30_0,-68.83226851851852,996.4431136067709,214.44986111111112,309.39059027777773,181.10574074074074,13.84323654174807,7.554509584810602,2.2089074117267633,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-03-31_0,-77.07039351851851,991.339803059896,220.57087962962967,303.54945601851847,186.10236111111112,13.693478520711286,6.441527647300851,1.805723688114555,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-01_0,-79.02342592592593,982.7535970052086,216.57442129629632,307.60964120370375,182.54715277777777,15.168496704101585,7.902132275860306,1.3482191861253676,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-02_0,-61.70944444444444,980.7923665364586,165.0542824074074,305.74836805555555,138.99833333333336,11.432059224446638,4.853146869907907,3.730020298667521,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-03_0,-83.9190277777778,982.5728190104169,205.62280092592593,265.3366782407408,172.99428240740744,7.011973953247093,3.8422017533540314,4.83311010031557,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-04_0,-79.97390046296299,985.8874381510415,187.58208333333334,257.1237384259259,157.66465277777777,4.805008188883487,3.7739834568004036,3.685087696287894,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-05_0,-80.66745370370371,974.5639957682292,237.48729166666666,268.7273263888889,199.42173611111113,8.027150726318382,5.440038136289249,3.6062809449950457,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-06_0,-60.806087962962955,974.0601057942704,147.73032407407405,267.96907407407406,118.83854166666667,2.808187103271507,3.602622161632046,3.9223297751100907,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-07_0,-85.95041666666667,979.0772086588544,194.5671759259259,234.6885995370371,157.4334027777778,1.8427889506022364,3.1809036062443146,2.868168350297482,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-08_0,-81.62964120370371,988.9966601562501,228.7812962962963,245.24251157407414,186.63974537037032,3.1068022410075096,3.854290716928023,2.857688716881315,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-09_0,-87.81496527777779,988.8121549479168,257.71736111111113,252.02997685185184,212.64312499999997,6.2113306681315335,4.813119575942764,3.7277046700590417,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-10_0,-94.46614583333336,983.338154296875,247.05851851851855,268.5939236111111,205.80039351851852,10.136991755167665,5.986647667739052,3.0744826690048996,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-11_0,-60.01125000000001,981.7738785807293,151.05956018518518,305.27473379629623,126.07629629629629,11.09795214335126,5.171620004457989,5.669919369745308,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-12_0,-55.6616203703704,983.3260188802083,168.670625,310.2452199074074,140.69289351851853,9.73205146789553,3.311667721503234,4.265257285266546,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-13_0,-21.570671296296297,987.4939127604167,55.27557870370371,304.4400694444444,45.23032407407407,2.497172927856468,1.1427481423643358,6.844533143197119,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-14_0,-58.31471064814815,987.8963167317708,198.7744907407408,276.80138888888894,157.83796296296296,4.4638629913330305,3.0261453225361117,5.368864319712422,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-15_0,-70.67872685185185,987.9770979817708,208.46358796296298,265.21650462962964,169.70520833333333,4.505005772908551,3.83328424907112,3.6728042652862722,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-16_0,-62.26480324074075,987.0722721354167,161.92118055555554,272.22303240740746,133.0433101851852,4.468972778320335,3.4182646012760145,2.5317812393434873,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-17_0,-39.5659375,985.0518489583333,125.30189814814815,299.604386574074,103.50412037037036,5.424178695678734,2.893857719545348,3.0818453872134373,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-18_0,-33.464537037037026,983.6111197916667,129.32011574074073,316.5897916666666,107.12729166666664,7.056407546997093,2.871830675832833,3.3401998967981523,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-19_0,-28.81414351851852,981.7063525390627,111.33261574074074,321.1092361111111,92.24497685185185,7.449841435750348,1.7366704739405188,3.080664221156864,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-20_0,-51.611296296296274,980.4411735026042,173.36817129629628,307.1559490740741,143.57972222222224,8.976394907633486,2.384517694528141,2.7822664504415315,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-21_0,-88.7915162037037,981.5816666666666,261.7824305555556,277.477662037037,216.62175925925928,10.134901936848982,4.7992560688859,1.8977735371165931,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-22_0,-68.33569444444446,984.1024495442707,194.99238425925924,293.2735300925926,161.20520833333333,9.355641937255882,3.5153425496672503,1.858931975525059,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-23_0,-79.20710648148149,990.3316585286457,225.07462962962964,275.0439930555555,185.9132407407407,8.59393145243329,5.351126835942224,2.636517431370414,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-24_0,-89.92484953703705,989.4416422526037,269.3642361111111,272.46799768518514,222.30988425925923,9.293763097127302,4.843014492210581,1.6394448245816928,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-25_0,-82.99732638888888,985.3957763671875,248.92574074074074,278.5042824074074,205.25557870370372,9.539935048421247,5.123153580047193,2.8199871191791512,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-26_0,-75.33020833333333,984.5396858723958,208.02722222222224,272.13547453703706,171.39574074074073,6.3721373240153225,3.604114643944083,2.0916491822692005,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-27_0,-45.85124999999999,979.1249837239585,97.60828703703703,297.54910879629625,80.30824074074076,6.461824035644554,2.2307091614331216,1.5980846355467762,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-28_0,-34.8954050925926,976.4857470703126,145.35282407407408,327.0963773148148,119.51726851851852,9.704091008504255,3.3172573757195614,2.7460251446238733,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-29_0,-69.1867361111111,973.1536360677084,251.86564814814813,315.593136574074,206.99071759259257,14.105909601847353,5.277839457148709,3.304542567137363,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-04-30_0,-47.00055555555556,977.1711490885418,153.54550925925926,334.39848379629626,126.02731481481483,13.652846272786482,4.652158392022801,1.938120501180418,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
2021-05-01_0,-57.85541666666668,974.8611425781249,205.92349537037043,335.6177314814815,168.90782407407409,15.852421061197939,5.701708294202258,2.1929288633243686,"{""type"":""Point"",""coordinates"":[16.56616002413052,47.38003722901927]}"
